Observation Number,Measurement Date (UTC),Measurement Time (UTC),Observation Latitude,Observation Longitude,North Image URL,North Clearsky,North Cirrus/Cirrostratus,North Cirrocumulus/Altocumulus,North Altostratus/Stratus,North Stratocumulus,North Cumulus,North Cumulonimbus,North Contrails,North Smoke/Haze,North Dust,North Agreement,North Classification Count,North Retirement,East Image URL,East Clearsky,East Cirrus/Cirrostratus,East Cirrocumulus/Altocumulus,East Altostratus/Stratus,East Stratocumulus,East Cumulus,East Cumulonimbus,East Contrails,East Smoke/Haze,East Dust,East Agreement,East Classification Count,East Retirement,South Image URL,South Clearsky,South Cirrus/Cirrostratus,South Cirrocumulus/Altocumulus,South Altostratus/Stratus,South Stratocumulus,South Cumulus,South Cumulonimbus,South Contrails,South Smoke/Haze,South Dust,South Agreement,South Classification Count,South Retirement,West Image URL,West Clearsky,West Cirrus/Cirrostratus,West Cirrocumulus/Altocumulus,West Altostratus/Stratus,West Stratocumulus,West Cumulus,West Cumulonimbus,West Contrails,West Smoke/Haze,West Dust,West Agreement,West Classification Count,West Retirement,Up Image URL,Up Clearsky,Up Cirrus/Cirrostratus,Up Cirrocumulus/Altocumulus,Up Altostratus/Stratus,Up Stratocumulus,Up Cumulus,Up Cumulonimbus,Up Contrails,Up Smoke/Haze,Up Dust,Up Agreement,Up Classification Count,Up Retirement
116-261112-85689139-202201190011,2022-01-19,00:11:00,40.612000,-112.026200,https://data.globe.gov/system/photos/2022/01/19/2594998/original.jpg,0,1,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595000/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2594999/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595001/original.jpg,0,1,0,0,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595002/original.jpg,0,1,0,0,0,0,0,0,0,0,1.0,5,consensus
116-261115-85657307-202201190055,2022-01-19,00:55:00,33.021100,-117.123400,https://data.globe.gov/system/photos/2022/01/19/2595011/original.jpg,0,0,0,0,1,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595013/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/19/2595012/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/19/2595014/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/19/2595015/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus
116-261117-85792694-202201190107,2022-01-19,01:07:00,47.785100,-122.258300,https://data.globe.gov/system/photos/2022/01/19/2595028/original.jpg,0,0,0,1,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595030/original.jpg,0,0,0,1,0,0,0,0,0,0,0.5,17,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595029/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/19/2595031/original.jpg,0,0,0,0,1,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595032/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count
116-261117-85792694-202201191941,2022-01-19,19:41:00,47.785000,-122.258300,https://data.globe.gov/system/photos/2022/01/19/2597791/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2597794/original.jpg,0,0,0,1,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2597792/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2597795/original.jpg,0,0,0,1,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2597796/original.jpg,0,0,0,1,0,0,0,0,0,0,0.4,9,classification_count
116-261120-85793111-202201201101,2022-01-20,11:01:00,26.874500,75.781500,https://data.globe.gov/system/photos/2022/01/20/2598917/original.jpg,0,0,0,0,1,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/20/2598919/original.jpg,0,0,1,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/20/2598918/original.jpg,0,0,1,0,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/20/2598920/original.jpg,0,0,0,0,0,1,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/20/2598921/original.jpg,0,0,1,0,0,0,0,0,0,0,1.0,5,consensus
116-261121-85679700-202201190158,2022-01-19,01:58:00,22.299100,114.014300,https://data.globe.gov/system/photos/2022/01/19/2595076/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595078/original.jpg,0,0,0,0,0,1,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595077/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595079/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595080/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus
116-261122-20225741-202201190254,2022-01-19,02:54:00,-41.301500,174.775600,https://data.globe.gov/system/photos/2022/01/19/2595107/original.jpg,0,0,0,0,0,1,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595109/original.jpg,0,0,0,0,0,1,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595108/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595110/original.jpg,0,0,0,0,0,1,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595111/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus
116-261122-20225741-202201200041,2022-01-20,00:41:00,-41.301400,174.775600,https://data.globe.gov/system/photos/2022/01/20/2598144/original.jpg,0,1,0,0,0,1,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/20/2598146/original.jpg,0,0,0,0,0,1,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/20/2598145/original.jpg,0,0,0,0,1,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/20/2598147/original.jpg,0,0,0,0,0,1,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/20/2598148/original.jpg,0,0,0,0,0,0,1,0,0,0,0.5,10,classification_count
116-261122-20225741-202201200227,2022-01-20,02:27:00,-41.301400,174.775600,https://data.globe.gov/system/photos/2022/01/20/2598213/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/20/2598215/original.jpg,0,1,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/20/2598214/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/20/2598216/original.jpg,0,0,0,0,0,1,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/20/2598217/original.jpg,0,0,0,0,0,1,0,0,0,0,0.8,5,consensus
116-261125-85687553-202201190436,2022-01-19,04:36:00,-31.957000,115.857100,https://data.globe.gov/system/photos/2022/01/19/2595168/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595170/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595169/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595171/original.jpg,1,0,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595172/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-261127-80010822-202201190410,2022-01-19,04:10:00,21.344900,-157.889400,https://data.globe.gov/system/photos/2022/01/19/2595179/original.jpg,1,0,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595181/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/19/2595180/original.jpg,1,0,0,0,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595182/original.jpg,1,0,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595183/original.jpg,1,0,0,0,0,0,0,0,0,0,0.4,8,classification_count
116-261131-60778305-202201190618,2022-01-19,06:18:00,32.111400,34.836200,https://data.globe.gov/system/photos/2022/01/19/2595245/original.jpg,0,0,0,0,0,0,1,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595247/original.jpg,0,0,0,0,1,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595246/original.jpg,0,0,0,0,0,0,1,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595248/original.jpg,0,0,0,0,0,0,1,0,0,0,0.7,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595249/original.jpg,0,0,0,0,0,0,1,0,0,0,0.5,8,classification_count
116-261132-85445654-202201190624,2022-01-19,06:24:00,24.861200,92.343600,https://data.globe.gov/system/photos/2022/01/19/2595251/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/19/2595253/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/19/2595252/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595254/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/19/2595255/original.jpg,0,1,0,0,0,0,0,0,0,0,0.5,8,classification_count
116-261134-85794257-202201190650,2022-01-19,06:50:00,12.961100,77.673800,https://data.globe.gov/system/photos/2022/01/19/2595280/original.jpg,0,0,0,0,0,1,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595282/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595281/original.jpg,0,0,0,1,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595283/original.jpg,0,0,0,0,0,1,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595284/original.jpg,0,1,0,0,0,0,0,0,0,0,0.5,8,classification_count
116-261143-85795435-202201190757,2022-01-19,07:57:00,36.028800,14.241100,https://data.globe.gov/system/photos/2022/01/19/2595359/original.jpg,0,0,0,0,1,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595361/original.jpg,0,0,0,0,0,0,1,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595360/original.jpg,0,0,0,0,0,0,1,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595362/original.jpg,0,0,0,0,1,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595363/original.jpg,0,0,0,1,0,0,0,0,0,0,0.6,8,classification_count
116-261146-85719647-202201190823,2022-01-19,08:23:00,-33.979400,18.598500,https://data.globe.gov/system/photos/2022/01/19/2595396/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595398/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595397/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595399/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595400/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-261146-85719647-202201200911,2022-01-20,09:11:00,-33.979400,18.598400,https://data.globe.gov/system/photos/2022/01/20/2598649/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/20/2598651/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/20/2598650/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/20/2598652/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/20/2598653/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-261147-85625730-202201190822,2022-01-19,08:22:00,10.974000,76.870100,https://data.globe.gov/system/photos/2022/01/19/2595468/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595470/original.jpg,0,0,0,0,0,1,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595469/original.jpg,0,0,0,0,0,0,1,0,0,0,0.2,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595471/original.jpg,0,0,0,0,0,1,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595472/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus
116-261150-85777968-202201190837,2022-01-19,08:37:00,-24.268300,30.621000,https://data.globe.gov/system/photos/2022/01/19/2595432/original.jpg,1,0,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595437/original.jpg,0,1,0,0,0,0,0,0,0,0,0.2,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595433/original.jpg,1,0,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595445/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/19/2595448/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus
116-261150-85777968-202201191155,2022-01-19,11:55:00,-24.268300,30.621000,https://data.globe.gov/system/photos/2022/01/19/2595993/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/19/2598994/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/19/2598993/original.jpg,0,0,0,0,0,1,0,0,0,0,0.2,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2598997/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/19/2596006/original.jpg,0,0,0,0,0,0,1,0,0,0,0.4,8,classification_count
116-261153-84420063-202201200900,2022-01-20,09:00:00,25.404500,51.545700,https://data.globe.gov/system/photos/2022/01/20/2600973/original.jpg,0,0,0,0,0,1,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/20/2600975/original.jpg,0,0,0,0,0,1,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/20/2600974/original.jpg,0,0,0,0,0,1,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/20/2600976/original.jpg,0,0,0,0,0,1,0,0,0,0,0.6,10,classification_count,https://data.globe.gov/system/photos/2022/01/20/2600977/original.jpg,0,1,0,0,0,0,0,0,0,0,0.5,8,classification_count
116-261160-85793603-202201190950,2022-01-19,09:50:00,44.539800,26.045700,https://data.globe.gov/system/photos/2022/01/19/2595615/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595619/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595617/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595620/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595621/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-261161-85793059-202201190949,2022-01-19,09:49:00,47.506600,18.918700,https://data.globe.gov/system/photos/2022/01/19/2595649/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595653/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595651/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595654/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595655/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-261162-85729047-202201190957,2022-01-19,09:57:00,6.626000,3.331000,https://data.globe.gov/system/photos/2022/01/19/2595683/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595685/original.jpg,0,0,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595684/original.jpg,0,0,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595686/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/19/2595687/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other
116-261162-85729047-202201191144,2022-01-19,11:44:00,6.626000,3.331100,https://data.globe.gov/system/photos/2022/01/19/2596007/original.jpg,0,0,0,1,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2596009/original.jpg,0,0,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2596008/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2596010/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/19/2596011/original.jpg,1,0,0,0,0,0,0,0,0,0,0.5,8,classification_count
116-261163-85710815-202201191011,2022-01-19,10:11:00,-26.231300,28.001400,https://data.globe.gov/system/photos/2022/01/19/2595711/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595713/original.jpg,0,0,0,1,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595712/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595714/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595715/original.jpg,0,0,0,1,0,0,0,0,0,0,0.5,8,classification_count
116-261166-85778730-202201191029,2022-01-19,10:29:00,26.613100,80.976200,https://data.globe.gov/system/photos/2022/01/19/2595753/original.jpg,0,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595758/original.jpg,1,0,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595756/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595759/original.jpg,0,0,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595760/original.jpg,1,0,0,0,0,0,0,0,0,0,0.4,8,classification_count
116-261171-85791060-202201191006,2022-01-19,10:06:00,39.862400,33.483000,https://data.globe.gov/system/photos/2022/01/19/2595808/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595810/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595809/original.jpg,0,0,0,0,0,1,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595811/original.jpg,0,0,0,1,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595812/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other
116-261172-84966068-202201191115,2022-01-19,11:15:00,13.040100,77.674300,https://data.globe.gov/system/photos/2022/01/19/2595826/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595828/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595827/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595829/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595830/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-261176-85739294-202201191121,2022-01-19,11:21:00,51.476500,7.335100,https://data.globe.gov/system/photos/2022/01/19/2595843/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595847/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595845/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595848/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595849/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus
116-261179-85621433-202201191135,2022-01-19,11:35:00,45.485000,11.020800,https://data.globe.gov/system/photos/2022/01/19/2595891/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595893/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595892/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595894/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595895/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other
116-261180-85793212-202201192134,2022-01-19,21:34:00,-17.370800,-66.182800,https://data.globe.gov/system/photos/2022/01/19/2597978/original.jpg,0,0,0,0,0,1,0,0,0,0,0.8,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2597980/original.jpg,0,0,0,0,0,1,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2597979/original.jpg,0,0,0,0,0,1,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2597981/original.jpg,0,0,0,1,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2597982/original.jpg,0,0,1,0,0,0,0,0,0,0,0.5,8,classification_count
116-261180-85793212-202201201349,2022-01-20,13:49:00,-17.370900,-66.182800,https://data.globe.gov/system/photos/2022/01/20/2599365/original.jpg,0,0,0,0,0,1,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/20/2599367/original.jpg,0,0,0,0,1,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/20/2599366/original.jpg,0,0,0,0,0,1,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/20/2599368/original.jpg,0,0,0,0,0,1,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/20/2599369/original.jpg,0,0,0,0,0,1,0,0,0,0,0.8,5,consensus
116-261180-85793212-202201212222,2022-01-21,22:22:00,-17.370900,-66.182800,https://data.globe.gov/system/photos/2022/01/21/2603516/original.jpg,0,0,0,0,0,1,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/21/2603518/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/21/2603517/original.jpg,0,0,1,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/21/2603519/original.jpg,0,0,0,0,1,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/21/2603520/original.jpg,0,1,0,0,0,0,0,0,0,0,0.5,8,classification_count
116-261181-85742013-202201191135,2022-01-19,11:35:00,55.139700,14.769000,https://data.globe.gov/system/photos/2022/01/19/2595934/original.jpg,0,0,0,1,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595936/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595935/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595937/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/19/2595938/original.jpg,0,0,0,0,0,0,0,0,0,0,0.4,8,classification_count
116-261181-85742013-202201211109,2022-01-21,11:09:00,55.139700,14.769000,https://data.globe.gov/system/photos/2022/01/21/2601638/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/21/2601640/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/21/2601639/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/21/2601641/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/21/2601642/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-261182-85796338-202201191140,2022-01-19,11:40:00,43.184500,13.573300,https://data.globe.gov/system/photos/2022/01/19/2595962/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595964/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595963/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/19/2595965/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595966/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus
116-261185-85684409-202201191156,2022-01-19,11:56:00,30.190800,-81.607100,https://data.globe.gov/system/photos/2022/01/19/2595994/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/19/2595996/original.jpg,0,1,0,0,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595995/original.jpg,0,0,0,0,0,1,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/19/2595997/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/19/2595998/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,8,classification_count
